.025 0 0
.05 0 0
.075 0 1
.1 0 1
.125 0 1
.15 1 1
.175 1 1
.2 1 1
.25 1 1
.3 2 2
.35 2 2
.4 2 2
.45 3 2
.5 3 3
.6 4 3
.7 4 4
.8 5 4
.9 6 5
1 7 5
1.1 7 6
1.2 8 7
1.3 9 7
1.4 9 8
1.5 10 8
1.6 11 9
1.7 11 9
1.8 12 10
1.9 13 10
2 14 11
