.025 0 0
.05 0 1
.075 0 1
.1 0 1
.125 0 1
.15 0 1
.175 1 1
.2 1 2
.25 1 2
.3 1 2
.35 2 3
.4 2 3
.45 2 3
.5 2 4
.6 3 5
.7 3 5
.8 4 6
.9 4 7
1 5 8
1.1 6 9
1.2 6 9
1.3 7 10
1.4 7 11
1.5 8 12
1.6 8 12
1.7 9 13
1.8 9 14
1.9 10 15
2 11 16
