.025 0 1 0 1 0
.05 1 2 0 1 1
.075 1 3 0 2 2
.1 2 5 0 3 3
.125 3 6 0 3 4
.15 3 7 0 4 4
.175 4 8 0 4 5
.2 4 9 0 4 6
.25 6 12 0 5 8
.3 8 14 0 6 9
.35 9 17 0 6 11
.4 10 19 0 7 12
.45 11 21 0 7 14
.5 13 24 0 8 16
.6 15 29 0 9 19
.7 18 34 0 14 22
.8 21 38 1 23 25
.9 23 43 1 31 29
1 28 48 1 36 32
1.1 30 53 1 43 35
1.2 33 58 1 47 38
1.3 36 63 1 52 41
1.4 39 68 1 53 45
1.5 41 72 1 53 49
1.6 44 77 1 48 51
1.7 47 82 1 52 55
1.8 49 87 1 51 59
1.9 55 92 1 54 61
2 58 97 1 53 65
